Loc;Genera_Prefix;Lineage_Name;Lineage;parasiteGenus;order;family;genus;species;Host_Status;Host_Age;Host_Environment;continent;country;region;site;Lat1;Lat2;Lat3;Lon1;Lon2;Lon3;length;IDSeq;IDLoc;Latitude;Longitude
-0.0194444444444444_-87.5833333333333;H_;CREFUR01;H_CREFUR01;Haemoproteus;Charadriiformes;Laridae;Creagrus;Creagrus_furcatus;_;_;Wild;South_America;Ecuador;Galapagos;Espanola;-1;22;2210;-89;40;2700;Full;Parasite_424;490;-0,0194444444444444;-87,5833333333333
-0.05_-50.4;H_;IBYAME01;H_IBYAME01;Haemoproteus;Falconiformes;Falconidae;Daptrius;Daptrius_americanus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_742;186;-0,05;-50,4
-0.05_-50.4;P_;WILPOE02;P_WILPOE02;Plasmodium;Passeriformes;Thamnophilidae;Hypocnemis;Hypocnemis_cantator;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_1082;186;-0,05;-50,4
-0.05_-50.4;P_;DENPET03;P_DENPET03;Plasmodium;Piciformes;Ramphastidae;Ramphastos;Ramphastos_vitellinus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_489;186;-0,05;-50,4
-0.05_-50.4;H_;MYRMEN02;H_MYRMEN02;Haemoproteus;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula_menetriesii;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_928;186;-0,05;-50,4
-0.05_-50.4;P_;MYRAXI01;P_MYRAXI01;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula_longipennis;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_907;186;-0,05;-50,4
-0.05_-50.4;P_;MICMIN02;P_MICMIN02;Plasmodium;Falconiformes;Falconidae;Micrastur;Micrastur_mintoni;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_851;186;-0,05;-50,4
-0.05_-50.4;P_;MONNIG01;P_MONNIG01;Plasmodium;Galbuliformes;Bucconidae;Monasa;Monasa_morphoeus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_582;186;-0,05;-50,4
-0.05_-50.4;P_;THAMAE01;P_THAMAE01;Plasmodium;Passeriformes;Thamnophilidae;Phlegopsis;Phlegopsis_nigromaculata;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_1370;186;-0,05;-50,4
-0.05_-50.4;P_;THAMAE01;P_THAMAE01;Plasmodium;Passeriformes;Thamnophilidae;Willisornis;Willisornis_poecilinotus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_1370;186;-0,05;-50,4
-0.05_-50.4;H_;MICMIN05;H_MICMIN05;Haemoproteus;Falconiformes;Falconidae;Micrastur;Micrastur_mintoni;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_854;186;-0,05;-50,4
-0.05_-50.4;P_;HYLPUN03;P_HYLPUN03;Plasmodium;Passeriformes;Thamnophilidae;Hylophylax;Hylophylax_punctulatus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_703;186;-0,05;-50,4
-0.05_-50.4;P_;DENMER02;P_DENMER02;Plasmodium;Passeriformes;Formicariidae;Formicarius;Formicarius_colma;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_487;186;-0,05;-50,4
-0.05_-50.4;P_;DENVID01;P_DENVID01;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes;Thamnomanes_caesius;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_490;186;-0,05;-50,4
-0.05_-50.4;P_;MYRLON06;P_MYRLON06;Plasmodium;Passeriformes;Thamnophilidae;Hypocnemis;Hypocnemis_cantator;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_925;186;-0,05;-50,4
-0.05_-50.4;H_;ARRTAC05;H_ARRTAC05;Haemoproteus;Passeriformes;Fringillidae;Arremon;Arremon_taciturnus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_197;186;-0,05;-50,4
-0.05_-50.4;P_;THACAE08;P_THACAE08;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes;Thamnomanes_caesius;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_1364;186;-0,05;-50,4
-0.05_-50.4;H_;MICRUF01;H_MICRUF01;Haemoproteus;Falconiformes;Falconidae;Micrastur;Micrastur_ruficollis;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_855;186;-0,05;-50,4
-0.05_-50.4;P_;PHLNIG03;P_PHLNIG03;Plasmodium;Passeriformes;Thamnophilidae;Phlegopsis;Phlegopsis_nigromaculata;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_1087;186;-0,05;-50,4
-0.05_-50.4;P_;CYCYA01;P_CYCYA01;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes;Thamnomanes_caesius;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_458;186;-0,05;-50,4
-0.05_-50.4;P_;MYRLON06;P_MYRLON06;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula_longipennis;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_925;186;-0,05;-50,4
-0.05_-50.4;P_;LIPVOC01;P_LIPVOC01;Plasmodium;Passeriformes;Cotingidae;Lipaugus;Lipaugus_vociferans;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_800;186;-0,05;-50,4
-0.05_-50.4;H_;MICMIN04;H_MICMIN04;Haemoproteus;Falconiformes;Falconidae;Micrastur;Micrastur_mintoni;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_853;186;-0,05;-50,4
-0.05_-50.4;P_;ARRTAC01;P_ARRTAC01;Plasmodium;Passeriformes;Icteridae;Psarocolius;Psarocolius_bifasciatus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_153;186;-0,05;-50,4
-0.05_-50.4;H_;DENCER02;H_DENCER02;Haemoproteus;Passeriformes;Formicariidae;Pyriglena;Pyriglena_leuconota;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_480;186;-0,05;-50,4
-0.05_-50.4;H_;DENCER02;H_DENCER02;Haemoproteus;Galbuliformes;Bucconidae;Malacoptila;Malacoptila_rufa;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_480;186;-0,05;-50,4
-0.05_-50.4;P_;SPMAG04;P_SPMAG04;Plasmodium;Galbuliformes;Bucconidae;Malacoptila;Malacoptila_rufa;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_1265;186;-0,05;-50,4
-0.05_-50.4;H_;MICMIN03;H_MICMIN03;Haemoproteus;Falconiformes;Falconidae;Micrastur;Micrastur_mintoni;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_852;186;-0,05;-50,4
-0.05_-50.4;P_;SCLCAU02;P_SCLCAU02;Plasmodium;Passeriformes;Furnariidae;Sclerurus;Sclerurus_caudacutus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_1217;186;-0,05;-50,4
-0.05_-50.4;H_;ABUCUJ01;H_ABUCUJ01;Haemoproteus;Galliformes;Cracidae;Pipile;Pipile_cujubi;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_2;186;-0,05;-50,4
-0.05_-50.4;H_;DENCER02;H_DENCER02;Haemoproteus;Galbuliformes;Bucconidae;Bucco;Bucco_tamatia;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_480;186;-0,05;-50,4
-0.05_-50.4;P_;THACAE08;P_THACAE08;Plasmodium;Passeriformes;Pipridae;Dixiphia;Dixiphia_pipra;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_1364;186;-0,05;-50,4
-0.05_-50.4;H_;NYSMAC01;H_NYSMAC01;Haemoproteus;Passeriformes;Dendrocolaptidae;Xiphorhynchus;Xiphorhynchus_guttatus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_979;186;-0,05;-50,4
-0.05_-50.4;P_;MYRAXI01;P_MYRAXI01;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula_menetriesii;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_907;186;-0,05;-50,4
-0.05_-50.4;P_;CONAUR01;P_CONAUR01;Plasmodium;Passeriformes;Conopophagidae;Conopophaga;Conopophaga_aurita;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_364;186;-0,05;-50,4
-0.05_-50.4;P_;MYRAXI10;P_MYRAXI10;Plasmodium;Passeriformes;Thamnophilidae;Myrmotherula;Myrmotherula_axillaris;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_915;186;-0,05;-50,4
-0.05_-50.4;P_;FOCOL01;P_FOCOL01;Plasmodium;Passeriformes;Formicariidae;Formicarius;Formicarius_colma;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_572;186;-0,05;-50,4
-0.05_-50.4;H_;NYSMAC01;H_NYSMAC01;Haemoproteus;Galbuliformes;Bucconidae;Bucco;Bucco_capensis;Resident;Adult;Wild;South_America;Brazil;Amazonas;Caxiuana;-1;57;0;-51;36;0;Full;Parasite_979;186;-0,05;-50,4
-0.166666666666667_-79.3833333333333;H_;TROAED15;H_TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Phaethornis;Phaethornis_baroni;Resident;Unknown;Wild;South_America;Ecuador;_;Loma_Alta;-1;50;0;-80;37;0;Full;Parasite_1408;664;-0,166666666666667;-79,3833333333333
-0.166666666666667_-79.3833333333333;H_;PACPEC02;H_PACPEC02;Haemoproteus;Passeriformes;Tyrannidae;Mionectes;Mionectes_olivaceus;Resident;Unknown;Wild;South_America;Ecuador;_;Loma_Alta;-1;50;0;-80;37;0;Full;Parasite_992;664;-0,166666666666667;-79,3833333333333
-0.266666666666667_-55.5;H_;TYRMEL01;H_TYRMEL01;Haemoproteus;Passeriformes;Tyrannidae;Tyrannus;Tyrannus_melancholicus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_1470;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;LEPRUF02;H_LEPRUF02;Haemoproteus;Columbiformes;Columbidae;Leptotila;Leptotila_rufaxilla;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_794;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;GEOTRY01;H_GEOTRY01;Haemoproteus;Columbiformes;Columbidae;Geotrygon;Geotrygon_montana;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_624;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;COLPAS04;H_COLPAS04;Haemoproteus;Columbiformes;Columbidae;Columbina;Columbina_passerina;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_356;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;FULEU01;H_FULEU01;Haemoproteus;Passeriformes;Fringillidae;Thraupis;Thraupis_episcopus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_600;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;P_;THACAE08;P_THACAE08;Plasmodium;Passeriformes;Pipridae;Pipra;Pipra_erythrocephala;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_1364;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;P_;PADOM09;P_PADOM09;Plasmodium;Passeriformes;Fringillidae;Thraupis;Thraupis_palmarum;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_1002;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;COLPAS03;H_COLPAS03;Haemoproteus;Columbiformes;Columbidae;Columbina;Columbina_passerina;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_355;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;COLPAS04;H_COLPAS04;Haemoproteus;Columbiformes;Columbidae;Columbina;Columbina_talpacoti;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_356;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;COLPAS04;H_COLPAS04;Haemoproteus;Passeriformes;Tyrannidae;Lophotriccus;Lophotriccus_galeatus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_356;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;COLPAS04;H_COLPAS04;Haemoproteus;Passeriformes;Thamnophilidae;Cymbilaimus;Cymbilaimus_lineatus;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_356;238;-0,266666666666667;-55,5
-0.266666666666667_-55.5;H_;ELAFLA01;H_ELAFLA01;Haemoproteus;Passeriformes;Tyrannidae;Elaenia;Elaenia_flavogaster;Resident;Adult;Wild;South_America;Brazil;Amazonas;Oriximina;-1;44;0;-56;30;0;Full;Parasite_523;238;-0,266666666666667;-55,5
-0.516666666666667_-77.8333333333333;H_;PHAMAL01;H_PHAMAL01;Haemoproteus;Trochiliformes;Trochilidae;Threnetes;Threnetes_niger;Resident;Unknown;Wild;South_America;Ecuador;_;Cumanda;-1;29;0;-78;10;0;Full;Parasite_1072;105;-0,516666666666667;-77,8333333333333
-0.516666666666667_-77.8333333333333;P_;GLYSPI01;P_GLYSPI01;Plasmodium;Passeriformes;Furnariidae;Glyphorynchus;Glyphorynchus_spirurus;Resident;Unknown;Wild;South_America;Ecuador;_;Cumanda;-1;29;0;-78;10;0;Full;Parasite_630;105;-0,516666666666667;-77,8333333333333
-0.516666666666667_-77.8333333333333;P_;EUTAQU01;P_EUTAQU01;Plasmodium;Trochiliformes;Trochilidae;Phaethornis;Phaethornis_guy;Resident;Unknown;Wild;South_America;Ecuador;_;Cumanda;-1;29;0;-78;10;0;Full;Parasite_549;105;-0,516666666666667;-77,8333333333333
-0.516666666666667_-77.8333333333333;H_;GLYSPI02;H_GLYSPI02;Haemoproteus;Passeriformes;Furnariidae;Glyphorynchus;Glyphorynchus_spirurus;Resident;Unknown;Wild;South_America;Ecuador;_;Cumanda;-1;29;0;-78;10;0;Full;Parasite_631;105;-0,516666666666667;-77,8333333333333
-0.65_-55.6333333333333;P_;CYCYA01;P_CYCYA01;Plasmodium;Passeriformes;Thamnophilidae;Pithys;Pithys_albifrons;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_458;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;FORCOL07;P_FORCOL07;Plasmodium;Passeriformes;Formicariidae;Formicarius;Formicarius_colma;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_585;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;CYCYA01;P_CYCYA01;Plasmodium;Columbiformes;Columbidae;Geotrygon;Geotrygon_montana;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_458;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;GLYSPI06;P_GLYSPI06;Plasmodium;Passeriformes;Furnariidae;Glyphorynchus;Glyphorynchus_spirurus;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_634;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;CYCYA01;P_CYCYA01;Plasmodium;Passeriformes;Furnariidae;Hylexetastes;Hylexetastes_perrotii;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_458;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;MYRMAX01;P_MYRMAX01;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys;Gymnopithys_rufigula;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_926;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;CYCYA01;P_CYCYA01;Plasmodium;Passeriformes;Pipridae;Dixiphia;Dixiphia_pipra;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_458;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;THACAE01;P_THACAE01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus;Thamnophilus_murinus;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_1358;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;CYCYA01;P_CYCYA01;Plasmodium;Passeriformes;Thamnophilidae;Pithys;Pithys_albifrons;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_458;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;PADOM09;P_PADOM09;Plasmodium;Passeriformes;Dendrocolaptidae;Dendrocolaptes;Dendrocolaptes_certhia;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_1002;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;CYCYA01;P_CYCYA01;Plasmodium;Passeriformes;Pipridae;Dixiphia;Dixiphia_pipra;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_458;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;CYCYA01;P_CYCYA01;Plasmodium;Passeriformes;Pipridae;Dixiphia;Dixiphia_pipra;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_458;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;FORCOL07;P_FORCOL07;Plasmodium;Passeriformes;Formicariidae;Formicarius;Formicarius_colma;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_585;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;THACAE09;P_THACAE09;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes;Thamnomanes_caesius;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_1365;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;MYRMAX01;P_MYRMAX01;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys;Gymnopithys_rufigula;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_926;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;CYCYA01;P_CYCYA01;Plasmodium;Passeriformes;Pipridae;Dixiphia;Dixiphia_pipra;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_458;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;GLYSPI06;P_GLYSPI06;Plasmodium;Passeriformes;Furnariidae;Glyphorynchus;Glyphorynchus_spirurus;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_634;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;THACAE01;P_THACAE01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus;Thamnophilus_murinus;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_1358;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;H_;MICGIL01;H_MICGIL01;Haemoproteus;Falconiformes;Falconidae;Micrastur;Micrastur_gilvicollis;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_848;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;DENFUL02;P_DENFUL02;Plasmodium;Passeriformes;Dendrocolaptidae;Dendrocincla;Dendrocincla_fuliginosa;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_484;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;GLYSPI06;P_GLYSPI06;Plasmodium;Passeriformes;Furnariidae;Glyphorynchus;Glyphorynchus_spirurus;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_634;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;MYRMAX01;P_MYRMAX01;Plasmodium;Passeriformes;Thamnophilidae;Gymnopithys;Gymnopithys_rufigula;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_926;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;H_;TACCRI01;H_TACCRI01;Haemoproteus;Passeriformes;Fringillidae;Tachyphonus;Tachyphonus_cristatus;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_400;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;THACAE09;P_THACAE09;Plasmodium;Passeriformes;Thamnophilidae;Thamnomanes;Thamnomanes_caesius;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_1365;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;FORCOL07;P_FORCOL07;Plasmodium;Passeriformes;Formicariidae;Formicarius;Formicarius_colma;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_585;200;-0,65;-55,6333333333333
-0.65_-55.6333333333333;P_;THACAE01;P_THACAE01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus;Thamnophilus_murinus;Resident;Unknown;Wild;South_America;Brazil;_;PTB;-1;21;0;-56;22;0;Full;Parasite_1358;200;-0,65;-55,6333333333333
-1.11666666666667_-78.5666666666667;P_;RECOB4;P_RECOB4;Plasmodium;Passeriformes;Tyrannidae;Mionectes;Mionectes_striaticollis;Resident;Unknown;Wild;South_America;Ecuador;_;Chaucha;-2;53;0;-79;26;0;Full;Parasite_1190;106;-1,11666666666667;-78,5666666666667
-1.11666666666667_-78.5666666666667;P_;BASFUL01;P_BASFUL01;Plasmodium;Trochiliformes;Trochilidae;Phaethornis;Phaethornis_yaruqui;Resident;Unknown;Wild;South_America;Ecuador;_;Chaucha;-2;53;0;-79;26;0;Full;Parasite_231;106;-1,11666666666667;-78,5666666666667
-1.11666666666667_-78.5666666666667;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Chaucha;-2;53;0;-79;26;0;Full;Parasite_1408;106;-1,11666666666667;-78,5666666666667
-1.11666666666667_-78.5666666666667;H_;TROAED15;H_TROAED15;Haemoproteus;Trochiliformes;Trochilidae;Adelomyia;Adelomyia_melanogenys;Resident;Unknown;Wild;South_America;Ecuador;_;Chaucha;-2;53;0;-79;26;0;Full;Parasite_1408;106;-1,11666666666667;-78,5666666666667
-1.11666666666667_-78.5666666666667;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Chaucha;-2;53;0;-79;26;0;Full;Parasite_1408;106;-1,11666666666667;-78,5666666666667
-1.11666666666667_-78.5666666666667;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Chaucha;-2;53;0;-79;26;0;Full;Parasite_1408;106;-1,11666666666667;-78,5666666666667
-1.25_-78.5333333333333;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Sural;-2;45;0;-79;28;0;Full;Parasite_1408;358;-1,25;-78,5333333333333
-1.25_-78.5333333333333;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Sural;-2;45;0;-79;28;0;Full;Parasite_1408;358;-1,25;-78,5333333333333
-1.25_-78.5333333333333;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Sural;-2;45;0;-79;28;0;Full;Parasite_1408;358;-1,25;-78,5333333333333
-1.25_-78.5333333333333;H_;TRMUS01;H_TRMUS01;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Sural;-2;45;0;-79;28;0;Full;Parasite_1402;358;-1,25;-78,5333333333333
-1.25_-78.5333333333333;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Sural;-2;45;0;-79;28;0;Full;Parasite_1408;358;-1,25;-78,5333333333333
-1.25_-78.5333333333333;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Sural;-2;45;0;-79;28;0;Full;Parasite_1408;358;-1,25;-78,5333333333333
-1.25_-78.5333333333333;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Sural;-2;45;0;-79;28;0;Full;Parasite_1408;358;-1,25;-78,5333333333333
-1.25_-78.5333333333333;H_;TROAED15;H_TROAED15;Haemoproteus;Passeriformes;Fringillidae;Diglossa;Diglossa_cyanea;Resident;Unknown;Wild;South_America;Ecuador;_;Sural;-2;45;0;-79;28;0;Full;Parasite_1408;358;-1,25;-78,5333333333333
