Loc;Genera_Prefix;Lineage_Name;Lineage;parasiteGenus;order;family;genus;species;Host_Status;Host_Age;Host_Environment;continent;country;region;site;Lat1;Lat2;Lat3;Lon1;Lon2;Lon3;length;IDSeq;IDLoc;Latitude;Longitude
-14.8_48.9777777777778;P_;GRW09;P_GRW09;Plasmodium;Passeriformes;Muscicapidae;Copsychus;Copsychus_albospecularis;Resident;Unknown;Wild;Africa;Madagascar;_;Maromizaha;-18;56;8160;47;27;5500;Full;Parasite_648;310;-14,8;48,9777777777778
-14.8_48.9777777777778;P_;GRW04;P_GRW04;Plasmodium;Passeriformes;Ploceidae;Foudia;Foudia_omissa;Resident;Unknown;Wild;Africa;Madagascar;_;Maromizaha;-18;56;8160;47;27;5500;Full;Parasite_643;310;-14,8;48,9777777777778
-14.8_48.9777777777778;P_;GRW04;P_GRW04;Plasmodium;Passeriformes;Zosteropidae;Zosterops;Zosterops_maderaspatanus;Resident;Unknown;Wild;Africa;Madagascar;_;Maromizaha;-18;56;8160;47;27;5500;Full;Parasite_643;310;-14,8;48,9777777777778
-14.8_48.9777777777778;P_;GRW04;P_GRW04;Plasmodium;Passeriformes;Muscicapidae;Copsychus;Copsychus_albospecularis;Resident;Unknown;Wild;Africa;Madagascar;_;Maromizaha;-18;56;8160;47;27;5500;Full;Parasite_643;310;-14,8;48,9777777777778
-14.8_48.9777777777778;P_;COLL7;P_COLL7;Plasmodium;Passeriformes;Ploceidae;Foudia;Foudia_madagascariensis;Resident;Unknown;Wild;Africa;Madagascar;_;Maromizaha;-18;56;8160;47;27;5500;Full;Parasite_353;310;-14,8;48,9777777777778
-14.8_48.9777777777778;P_;GRW09;P_GRW09;Plasmodium;Passeriformes;Motacillidae;Motacilla;Motacilla_flaviventris;Resident;Unknown;Wild;Africa;Madagascar;_;Maromizaha;-18;56;8160;47;27;5500;Full;Parasite_648;310;-14,8;48,9777777777778
-14.8_48.9777777777778;P_;GRW04;P_GRW04;Plasmodium;Passeriformes;Turdidae;Monticola;Monticola_sharpei;Resident;Unknown;Wild;Africa;Madagascar;_;Maromizaha;-18;56;8160;47;27;5500;Full;Parasite_643;310;-14,8;48,9777777777778
-14.8333333333333_-44.2666666666667;P_;NEOFAS01;P_NEOFAS01;Plasmodium;Passeriformes;Fringillidae;Ammodramus;Ammodramus_humeralis;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_942;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS01;P_NEOFAS01;Plasmodium;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_942;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;CAOBS01;P_CAOBS01;Plasmodium;Passeriformes;Icteridae;Gnorimopsar;Gnorimopsar_chopi;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_270;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;DENPET03;P_DENPET03;Plasmodium;Passeriformes;Fringillidae;Zonotrichia;Zonotrichia_capensis;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_489;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS01;P_NEOFAS01;Plasmodium;Passeriformes;Fringillidae;Zonotrichia;Zonotrichia_capensis;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_942;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS01;P_NEOFAS01;Plasmodium;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_942;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;PIRFLA04;H_PIRFLA04;Haemoproteus;Passeriformes;Fringillidae;Piranga;Piranga_flava;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1111;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;PIRFLA05;H_PIRFLA05;Haemoproteus;Passeriformes;Fringillidae;Piranga;Piranga_flava;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1112;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;PIRFLA05;H_PIRFLA05;Haemoproteus;Passeriformes;Fringillidae;Piranga;Piranga_flava;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1112;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS01;P_NEOFAS01;Plasmodium;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_942;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS01;P_NEOFAS01;Plasmodium;Passeriformes;Icteridae;Gnorimopsar;Gnorimopsar_chopi;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_942;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;EMPOBE02;H_EMPOBE02;Haemoproteus;Passeriformes;Fringillidae;Schistochlamys;Schistochlamys_ruficapillus;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_533;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;DENPET03;P_DENPET03;Plasmodium;Passeriformes;Fringillidae;Cypsnagra;Cypsnagra_hirundinacea;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_489;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;SPOPLU01;H_SPOPLU01;Haemoproteus;Passeriformes;Fringillidae;Sporophila;Sporophila_plumbea;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1270;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;NEOFAS03;H_NEOFAS03;Haemoproteus;Passeriformes;Fringillidae;Sporophila;Sporophila_plumbea;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_467;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS11;P_NEOFAS11;Plasmodium;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_948;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;COPIC01;H_COPIC01;Haemoproteus;Passeriformes;Certhiidae;Troglodytes;Troglodytes_aedon;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_385;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;PADOM11;P_PADOM11;Plasmodium;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1003;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;DENPET03;P_DENPET03;Plasmodium;Passeriformes;Parulidae;Basileuterus;Basileuterus_leucoblepharus;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_489;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS10;P_NEOFAS10;Plasmodium;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_947;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;CYPHIR04;H_CYPHIR04;Haemoproteus;Passeriformes;Fringillidae;Cypsnagra;Cypsnagra_hirundinacea;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_468;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;PADOM09;P_PADOM09;Plasmodium;Passeriformes;Tyrannidae;Elaenia;Elaenia_albiceps;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1002;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS01;P_NEOFAS01;Plasmodium;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_942;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;SPOPLU01;H_SPOPLU01;Haemoproteus;Passeriformes;Thamnophilidae;Thamnophilus;Thamnophilus_torquatus;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1270;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;NEOFAS08;P_NEOFAS08;Plasmodium;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_945;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;PADOM17;P_PADOM17;Plasmodium;Passeriformes;Fringillidae;Tangara;Tangara_cayana;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1006;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;COLL4;P_COLL4;Plasmodium;Passeriformes;Vireonidae;Cyclarhis;Cyclarhis_gujanensis;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_351;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;DENPET03;P_DENPET03;Plasmodium;Passeriformes;Fringillidae;Gubernatrix;Gubernatrix_cristata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_489;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;NEOFAS13;H_NEOFAS13;Haemoproteus;Passeriformes;Fringillidae;Neothraupis;Neothraupis_fasciata;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_949;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;DENPET03;P_DENPET03;Plasmodium;Passeriformes;Tyrannidae;Myiarchus;Myiarchus_swainsoni;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_489;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;ZONCAP03;P_ZONCAP03;Plasmodium;Passeriformes;Fringillidae;Zonotrichia;Zonotrichia_capensis;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1587;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;THATOR02;H_THATOR02;Haemoproteus;Passeriformes;Thamnophilidae;Thamnophilus;Thamnophilus_torquatus;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1392;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;H_;NEOFAS03;H_NEOFAS03;Haemoproteus;Passeriformes;Fringillidae;Cypsnagra;Cypsnagra_hirundinacea;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_467;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;PADOM09;P_PADOM09;Plasmodium;Passeriformes;Furnariidae;Asthenes;Asthenes_pyrrholeuca;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1002;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;DENPET03;P_DENPET03;Plasmodium;Passeriformes;Furnariidae;Coryphistera;Coryphistera_alaudina;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_489;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;CYCGUJ01;P_CYCGUJ01;Plasmodium;Passeriformes;Vireonidae;Cyclarhis;Cyclarhis_gujanensis;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_457;219;-14,8333333333333;-44,2666666666667
-14.8333333333333_-44.2666666666667;P_;ZONCAP04;P_ZONCAP04;Plasmodium;Passeriformes;Fringillidae;Zonotrichia;Zonotrichia_capensis;Resident;Adult;Wild;South_America;Brazil;_;PARNA_Grande_Sertao_Veredas;-15;10;0;-45;44;0;Full;Parasite_1588;219;-14,8333333333333;-44,2666666666667
-15.35_27;H_;WW1;H_WW1;Haemoproteus;Passeriformes;Sylviidae;Phylloscopus;Phylloscopus_trochilus;Migratory;Unknown;Wild;Africa;Zambia;_;Choma;-16;39;0;27;0;0;Full;Parasite_1525;93;-15,35;27
-15.35_27;H_;GRW01;H_GRW01;Haemoproteus;Passeriformes;Sylviidae;Acrocephalus;Acrocephalus_arundinaceus;Migratory;Unknown;Wild;Africa;Zambia;_;Choma;-16;39;0;27;0;0;Full;Parasite_640;93;-15,35;27
-15.35_27;H_;GRW08;H_GRW08;Haemoproteus;Passeriformes;Sylviidae;Acrocephalus;Acrocephalus_arundinaceus;Migratory;Unknown;Wild;Africa;Zambia;_;Choma;-16;39;0;27;0;0;Full;Parasite_647;93;-15,35;27
-15.35_27;H_;GRW18;H_GRW18;Haemoproteus;Passeriformes;Sylviidae;Acrocephalus;Acrocephalus_arundinaceus;Migratory;Unknown;Wild;Africa;Zambia;_;Choma;-16;39;0;27;0;0;Full;Parasite_656;93;-15,35;27
-15.35_27;P_;GRW06;P_GRW06;Plasmodium;Passeriformes;Sylviidae;Acrocephalus;Acrocephalus_arundinaceus;Migratory;Unknown;Wild;Africa;Zambia;_;Choma;-16;39;0;27;0;0;Full;Parasite_645;93;-15,35;27
-15.35_27;H_;GRW05;H_GRW05;Haemoproteus;Passeriformes;Sylviidae;Acrocephalus;Acrocephalus_arundinaceus;Migratory;Unknown;Wild;Africa;Zambia;_;Choma;-16;39;0;27;0;0;Full;Parasite_644;93;-15,35;27
-15.35_27;P_;GRW02;P_GRW02;Plasmodium;Passeriformes;Sylviidae;Acrocephalus;Acrocephalus_arundinaceus;Migratory;Unknown;Wild;Africa;Zambia;_;Choma;-16;39;0;27;0;0;Full;Parasite_641;93;-15,35;27
-15.35_27;P_;GRW04;P_GRW04;Plasmodium;Passeriformes;Sylviidae;Acrocephalus;Acrocephalus_arundinaceus;Migratory;Unknown;Wild;Africa;Zambia;_;Choma;-16;39;0;27;0;0;Full;Parasite_643;93;-15,35;27
-15.5055555555556_-67.5888888888889;P_;TUMIG03;P_TUMIG03;Plasmodium;Passeriformes;Certhiidae;Troglodytes;Troglodytes_aedon;_;_;Wild;South_America;Peru;Tacna;Curibaya_Pampa;-17;23;4000;-70;20;7480;Full;Parasite_1436;465;-15,5055555555556;-67,5888888888889
-15.5333333333333_-55.8833333333333;P_;MYCAME06;P_MYCAME06;Plasmodium;Ciconiiformes;Ciconiidae;Mycteria;Mycteria_americana;Migratory;Juvenile;Wild;South_America;Brazil;_;Barão_de_Melgaço;-16;28;0;-56;7;0;Full;Parasite_896;258;-15,5333333333333;-55,8833333333333
-15.5333333333333_-55.8833333333333;P_;MYCAME02;P_MYCAME02;Plasmodium;Ciconiiformes;Ciconiidae;Mycteria;Mycteria_americana;Migratory;Juvenile;Wild;South_America;Brazil;_;Barão_de_Melgaço;-16;28;0;-56;7;0;Full;Parasite_893;258;-15,5333333333333;-55,8833333333333
-15.5333333333333_-57.8666666666667;P_;PYRLEU01;P_PYRLEU01;Plasmodium;Passeriformes;Formicariidae;Pyriglena;Pyriglena_leuconota;Resident;Unknown;Wild;South_America;Brazil;_;Pantanal2;-16;28;0;-58;8;0;Full;Parasite_1173;237;-15,5333333333333;-57,8666666666667
-15.5333333333333_-57.8666666666667;P_;PYRLEU02;P_PYRLEU02;Plasmodium;Passeriformes;Formicariidae;Pyriglena;Pyriglena_leuconota;Resident;Unknown;Wild;South_America;Brazil;_;Pantanal2;-16;28;0;-58;8;0;Full;Parasite_1174;237;-15,5333333333333;-57,8666666666667
-15.5333333333333_-57.8666666666667;H_;PARCAP02;H_PARCAP02;Haemoproteus;Passeriformes;Fringillidae;Paroaria;Paroaria_capitata;Resident;Unknown;Wild;South_America;Brazil;_;Pantanal2;-16;28;0;-58;8;0;Full;Parasite_1036;237;-15,5333333333333;-57,8666666666667
-15.5333333333333_-57.8666666666667;P_;PYRLEU02;P_PYRLEU02;Plasmodium;Passeriformes;Formicariidae;Pyriglena;Pyriglena_leuconota;Resident;Unknown;Wild;South_America;Brazil;_;Pantanal2;-16;28;0;-58;8;0;Full;Parasite_1174;237;-15,5333333333333;-57,8666666666667
-15.5333333333333_-57.8666666666667;P_;PHLNIG03;P_PHLNIG03;Plasmodium;Passeriformes;Formicariidae;Pyriglena;Pyriglena_leuconota;Resident;Unknown;Wild;South_America;Brazil;_;Pantanal2;-16;28;0;-58;8;0;Full;Parasite_1087;237;-15,5333333333333;-57,8666666666667
-15.5333333333333_-57.8666666666667;P_;PYRLEU02;P_PYRLEU02;Plasmodium;Passeriformes;Formicariidae;Pyriglena;Pyriglena_leuconota;Resident;Unknown;Wild;South_America;Brazil;_;Pantanal2;-16;28;0;-58;8;0;Full;Parasite_1174;237;-15,5333333333333;-57,8666666666667
-15.5666666666667_-41;H_;LEPRUF02;H_LEPRUF02;Haemoproteus;Columbiformes;Columbidae;Leptotila;Leptotila_rufaxilla;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_794;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;TOFLA01;P_TOFLA01;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias;Tolmomyias_flaviventris;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1396;89;-15,5666666666667;-41
-15.5666666666667_-41;H_;PAPOL03;H_PAPOL03;Haemoproteus;Passeriformes;Tyrannidae;Tolmomyias;Tolmomyias_flaviventris;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1031;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;COPIL02;P_COPIL02;Plasmodium;Passeriformes;Fringillidae;Coryphospingus;Coryphospingus_pileatus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_387;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;CHACAM02;P_CHACAM02;Plasmodium;Passeriformes;Formicariidae;Chamaeza;Chamaeza_campanisona;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_308;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;TULEU02;P_TULEU02;Plasmodium;Passeriformes;Fringillidae;Coryphospingus;Coryphospingus_pileatus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1429;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;VOLJAC02;P_VOLJAC02;Plasmodium;Passeriformes;Parulidae;Basileuterus;Basileuterus_flaveolus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1505;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;PADOM09;P_PADOM09;Plasmodium;Passeriformes;Tyrannidae;Myiopagis;Myiopagis_viridicata;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1002;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;PADOM11;P_PADOM11;Plasmodium;Passeriformes;Muscicapidae;Trichothraupis;Trichothraupis_melanops;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1003;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;MASTR01;P_MASTR01;Plasmodium;Galbuliformes;Bucconidae;Malacoptila;Malacoptila_striata;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_833;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;THAMB01;P_THAMB01;Plasmodium;Passeriformes;Thamnophilidae;Thamnophilus;Thamnophilus_ambiguus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1371;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;CONLIN16;P_CONLIN16;Plasmodium;Passeriformes;Conopophagidae;Conopophaga;Conopophaga_lineata;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_381;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;TULEU08;P_TULEU08;Plasmodium;Passeriformes;Turdidae;Turdus;Turdus_leucomelas;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1434;89;-15,5666666666667;-41
-15.5666666666667_-41;H_;SYCIN01;H_SYCIN01;Haemoproteus;Passeriformes;Furnariidae;Synallaxis;Synallaxis_whitneyi;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1317;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;CONLIN16;P_CONLIN16;Plasmodium;Passeriformes;Parulidae;Basileuterus;Basileuterus_flaveolus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_381;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;TUAMA01;P_TUAMA01;Plasmodium;Passeriformes;Turdidae;Turdus;Turdus_amaurochalinus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1425;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;CONLIN05;P_CONLIN05;Plasmodium;Passeriformes;Tyrannidae;Tolmomyias;Tolmomyias_flaviventris;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_370;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;TULEU01;P_TULEU01;Plasmodium;Passeriformes;Turdidae;Turdus;Turdus_leucomelas;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1428;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;PADOM09;P_PADOM09;Plasmodium;Passeriformes;Tyrannidae;Cnemotriccus;Cnemotriccus_fuscatus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1002;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;TULEU01;P_TULEU01;Plasmodium;Passeriformes;Turdidae;Turdus;Turdus_amaurochalinus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1428;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;GRW06;P_GRW06;Plasmodium;Passeriformes;Turdidae;Turdus;Turdus_leucomelas;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_645;89;-15,5666666666667;-41
-15.5666666666667_-41;H_;ELALB01;H_ELALB01;Haemoproteus;Passeriformes;Tyrannidae;Casiornis;Casiornis_fuscus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_524;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;TULEU01;P_TULEU01;Plasmodium;Passeriformes;Turdidae;Turdus;Turdus_leucomelas;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_1428;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;LEAMA01;P_LEAMA01;Plasmodium;Passeriformes;Conopophagidae;Conopophaga;Conopophaga_lineata;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_774;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;BAFLA01;P_BAFLA01;Plasmodium;Passeriformes;Conopophagidae;Conopophaga;Conopophaga_lineata;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_227;89;-15,5666666666667;-41
-15.5666666666667_-41;P_;BAFLA01;P_BAFLA01;Plasmodium;Passeriformes;Parulidae;Basileuterus;Basileuterus_flaveolus;_;_;Wild;South_America;Brazil;_;Jequitinhonha;-16;26;0;-41;0;0;Full;Parasite_227;89;-15,5666666666667;-41
-15.5666666666667_-55.95;P_;MYCAME02;P_MYCAME02;Plasmodium;Ciconiiformes;Ciconiidae;Mycteria;Mycteria_americana;Migratory;Juvenile;Wild;South_America;Brazil;_;Tucum;-16;26;0;-56;3;0;Full;Parasite_893;261;-15,5666666666667;-55,95
-15.5833333333333_-55.4;P_;MYCAME02;P_MYCAME02;Plasmodium;Ciconiiformes;Ciconiidae;Mycteria;Mycteria_americana;Migratory;Juvenile;Wild;South_America;Brazil;_;Fazenda_Ipiranga;-16;25;0;-56;36;0;Full;Parasite_893;255;-15,5833333333333;-55,4
-15.5833333333333_-55.4;P_;MYCAME04;P_MYCAME04;Plasmodium;Ciconiiformes;Ciconiidae;Mycteria;Mycteria_americana;Migratory;Juvenile;Wild;South_America;Brazil;_;Fazenda_Ipiranga;-16;25;0;-56;36;0;Full;Parasite_895;255;-15,5833333333333;-55,4
-15.75_-55.6333333333333;P_;CRYUND01;P_CRYUND01;Plasmodium;Tinamiformes;Tinamidae;Crypturellus;Crypturellus_undulatus;Resident;Adult;Wild;South_America;Brazil;_;Fazenda_Retiro_Novo,_Poconé;-16;15;0;-56;22;0;Full;Parasite_425;224;-15,75;-55,6333333333333
-15.75_-55.6333333333333;H_;MESCAY01;H_MESCAY01;Haemoproteus;Ciconiiformes;Threskiornithidae;Mesembrinibis;Mesembrinibis_cayennensis;Resident;Adult;Wild;South_America;Brazil;_;Fazenda_Retiro_Novo,_Poconé;-16;15;0;-56;22;0;Full;Parasite_846;224;-15,75;-55,6333333333333
